demandId,sourceId,sinkId,demandVolume,arriveTime
280,604,658,75,30
281,3327,2820,75,7
282,900,1192,50,6
283,332,4768,50,30
284,641,1642,100,30
285,4775,4662,75,19
286,1607,1291,75,23
287,246,35,75,43
288,1285,936,100,22
289,545,396,75,21
290,3159,2935,75,9
291,2552,3503,100,36
292,1712,1701,75,9
293,3891,3655,50,24
294,1739,3982,100,36
295,2990,3360,50,18
296,2182,3557,100,21
297,2768,3366,75,43
298,912,1547,50,48
299,197,3733,50,37
300,156,7,50,38
301,472,3033,100,16
302,4044,3669,100,24
303,2299,1869,100,22
304,277,1038,100,26
305,3704,3831,50,27
306,510,883,75,46
307,2569,3131,100,46
308,1749,1695,100,11
309,3535,3387,100,45
310,2946,2186,75,4
311,4353,4318,50,33
312,3990,4051,50,26
313,4274,4299,100,30
314,4594,4696,50,39
315,819,3079,75,28
316,4106,4127,75,28
317,4164,4179,100,23
318,867,1481,75,2
319,1819,1731,100,13
320,1649,1691,100,36
321,3225,2003,75,9
322,4470,4664,75,14
323,2716,2837,75,29
324,640,4112,100,11
325,2875,2679,100,48
326,2349,2454,75,4
327,3764,3673,100,50
328,2037,2074,50,3
329,3596,3668,75,48
330,2057,3493,50,22
331,3669,4789,50,8
332,903,1065,100,38
333,719,4951,75,11
334,4623,4946,50,42
335,159,170,50,26
336,4797,4786,100,41
337,4150,4139,50,18
338,1656,3728,50,10
339,2945,2014,50,12
340,581,1645,100,49
341,4132,4381,50,3
342,2884,3110,50,13
343,1169,1113,100,37
344,3527,2794,50,16
345,2469,3206,75,24
346,3520,2349,50,50
347,4393,4219,75,45
348,3308,2185,50,24
349,318,333,100,16
350,2173,3348,100,14
351,3944,3755,100,0
352,3814,3801,75,39
353,3243,2998,75,41
354,1493,981,50,12
355,3609,4869,75,28
356,834,817,100,25
357,4181,4251,75,49
358,3216,2682,50,38
359,4282,4120,75,5
360,1441,4213,50,32
361,3301,4146,75,15
362,3720,3804,75,45
363,4223,4127,50,2
364,677,700,75,16
365,974,1505,75,33
366,5,185,100,21
367,3782,3764,75,34
368,3556,2894,75,49
369,720,714,75,15
370,1699,4323,50,7
371,3077,3122,100,40
372,480,3444,100,50
373,233,1503,50,16
374,1540,1234,50,23
375,1733,1779,75,19
376,3834,4016,50,33
377,1390,4922,50,20
378,1372,995,50,28
379,1434,806,75,48
380,4348,4571,75,8
381,118,21,75,21
382,4174,4255,50,30
383,39,141,100,27
384,4654,4449,100,33
385,4768,4597,100,28
386,2885,3056,100,25
387,2456,3464,50,43
388,1165,1341,50,2
389,1438,972,50,46
390,2541,3192,100,8
391,2071,2133,50,7
392,344,4944,50,4
393,932,1203,75,2
394,866,1550,50,39
395,684,3284,100,20
396,337,320,100,25
397,123,291,75,13
398,3730,3683,100,49
399,2116,2892,100,42
400,3830,3853,50,34
401,2437,3476,75,36
402,3772,3682,100,49
403,1023,1509,75,10
404,4485,4473,100,31
405,1762,1837,50,44
406,1542,1413,50,16
407,1728,1831,50,19
408,520,464,100,23
409,1419,1262,75,11
410,3626,3973,100,7
411,3467,2880,75,42
412,2527,3183,100,25
413,4459,4672,75,19
414,1903,3229,50,27
415,3765,4882,50,15
416,162,238,50,48
417,4356,4318,50,34
418,580,667,100,32
419,4961,4970,50,30
420,1934,3478,50,1
421,608,3751,75,5
422,1947,2086,100,2
423,907,1479,50,33
424,2181,2442,75,19
425,2020,2955,75,43
426,3380,2482,50,9
427,146,168,50,9
428,328,526,100,10
429,4237,4110,100,45
430,1108,1092,100,48
431,366,1778,50,5
432,283,4193,100,31
433,3978,3869,75,19
434,153,3874,75,17
435,464,278,50,25
436,4099,4388,75,33
437,3662,3627,75,39
438,4443,4495,50,42
439,241,1595,100,4
440,2409,2193,50,17
441,3494,2375,75,26
442,1431,1349,50,29
443,266,498,75,41
444,2214,3379,100,1
445,4312,4837,50,22
446,140,354,50,25
447,1207,983,100,43
448,3557,2948,100,28
449,697,651,75,17
450,614,1692,50,3
451,4656,4571,50,46
452,2102,2698,75,3
453,3945,3657,75,34
454,4349,4113,75,18
455,325,4461,100,34
456,814,1515,50,12
457,2314,2434,50,36
458,1873,4385,75,32
459,724,549,75,9
460,1743,1665,50,44
461,2120,2623,100,13
462,3218,2930,75,34
463,2280,3168,100,41
464,2253,3231,50,27
465,4176,4691,50,50
466,817,1025,50,16
467,1993,3468,75,28
468,235,1763,100,9
469,2456,2156,50,8
470,1554,781,75,31
471,3625,3892,50,17
472,996,1227,100,42
473,4296,4251,100,21
474,2765,2141,100,45
475,1264,1160,50,39
476,4701,4769,100,29
477,138,4630,50,6
478,2424,3216,75,2
479,1180,787,100,6
480,4803,4837,100,27
481,383,4969,75,38
482,3124,3886,75,42
483,2242,3153,50,1
484,2173,1908,100,8
485,3002,2727,75,4
486,100,96,100,8
487,1549,1202,50,7
488,3892,3694,100,9
489,3100,3025,100,46
490,499,358,100,22
491,557,4031,50,15
492,2361,2958,50,45
493,1342,783,50,36
494,328,376,75,0
495,240,212,75,36
496,3644,3940,100,12
497,2771,3959,75,37
498,3703,3781,75,32
499,1368,1185,50,37
500,1369,1227,50,21
501,175,3713,100,40
502,386,532,75,20
503,4564,4463,50,4
504,938,1440,75,13
505,4023,3842,100,41
506,468,4046,75,5
507,375,400,75,38
508,2598,3410,50,1
509,1923,3381,75,21
510,1911,3234,75,19
511,927,1006,100,7
512,3692,4015,75,11
513,663,561,75,35
514,904,799,75,15
515,4545,4628,100,26
516,4205,4403,50,24
517,3575,2193,50,22
518,192,18,100,5
519,2728,2090,100,34
520,841,924,50,44
521,3300,3532,50,11
522,3329,3004,75,41
523,1859,4743,100,50
524,2543,4672,75,46
525,4912,4945,75,15
526,4658,4529,100,27
527,3734,3753,100,50
528,1518,1584,75,30
529,208,152,50,48
530,2054,3058,75,19
531,1978,2338,50,40
532,2099,3015,75,12
533,4738,4510,100,21
534,1004,1585,75,39
535,4701,4751,75,33
536,533,540,75,10
537,2059,2399,100,24
538,3563,2233,75,30
539,3584,2288,50,21
540,3949,3917,75,48
541,659,564,100,19
542,2032,3378,50,33
543,3263,2433,100,41
544,553,4068,50,10
545,3988,3932,100,36
546,4422,4067,50,48
547,1527,1594,50,17
548,355,504,100,41
549,225,4327,50,41
550,271,334,75,8
551,643,3936,75,30
552,4771,4589,100,26
553,854,1325,50,40
554,3236,4923,50,46
555,1301,1553,50,36
556,1548,1062,75,0
557,3752,3786,100,4
558,2825,1921,75,44
559,134,126,75,30
560,2049,2608,50,30
561,920,1181,75,8
562,651,584,75,10
563,2526,2624,75,24
564,1839,1672,100,49
565,1953,2999,100,8
566,1976,2700,50,23
567,3125,3011,75,38
568,1633,1826,50,2
569,2944,2246,50,26
570,282,320,100,14
571,528,4807,50,38
572,1818,4443,50,45
573,4030,3921,75,40
574,4696,4568,50,6
575,3432,2252,100,21
576,395,382,50,29
577,462,409,50,6
578,3189,3239,100,7
579,1071,929,75,11
580,4439,4419,50,25
581,4024,3862,75,4
582,386,300,75,31
583,200,150,75,26
584,3791,4521,100,50
585,3979,3740,50,0
586,96,1179,100,4
587,3780,3766,100,17
588,963,1513,50,39
589,451,415,50,13
590,1064,1292,75,39
591,4310,4063,100,47
592,3780,3715,75,28
593,2233,3568,75,10
594,731,4120,50,36
595,4083,4396,100,40
596,30,150,50,50
597,4547,4622,100,48
598,3070,2513,75,39
599,203,4554,75,43
600,47,4100,75,44
601,2823,3345,75,50
602,25,4751,75,5
603,304,4764,75,15
604,2143,2697,100,1
605,4786,4880,50,10
606,43,3404,75,49
607,3421,2538,50,47
608,237,4308,75,29
609,3343,4034,100,49
610,95,107,50,25
611,55,631,75,0
612,578,760,50,46
613,4566,4634,50,9
614,2886,2408,100,36
615,4357,4113,50,36
616,770,4043,50,45
617,1143,1391,100,3
618,560,565,75,19
619,321,527,75,26
620,2090,2972,50,41
621,1309,1255,75,19
622,72,209,50,28
623,4132,4162,100,31
624,2018,2359,50,47
625,1736,1648,100,20
626,4591,4507,75,16
627,3398,1955,100,3
628,3602,4613,100,18
629,4660,4663,50,41
630,50,886,50,7
631,1904,1954,75,39
632,105,1721,75,38
633,4097,4065,50,46
634,2016,2524,100,47
635,309,3681,50,47
636,1115,1131,75,28
637,2994,2243,75,17
638,506,475,100,14
639,2160,3140,100,12
640,2408,2462,75,14
641,124,156,100,36
642,230,357,75,37
643,1450,1330,50,17
644,2702,1962,75,13
645,3126,3350,100,49
646,447,489,100,37
647,25,189,50,50
648,3317,4474,100,22
649,692,1675,50,32
650,1028,4739,75,35
651,1541,3092,100,14
652,3149,2729,75,29
653,2637,3466,50,15
654,4380,4361,100,6
655,3938,3939,50,15
656,4097,4319,50,30
657,2617,3054,50,17
658,4568,4516,75,15
659,268,514,100,43
660,3135,4151,50,3
661,313,2246,50,14
662,408,4124,75,19
663,3022,3014,50,11
664,209,1788,50,18
665,4897,4815,75,16
666,741,652,50,40
667,227,590,100,34
668,1508,1000,75,12
669,1453,1445,100,29
670,1691,1859,50,3
671,9,4990,50,14
672,757,1629,75,2
673,1446,3652,75,4
674,4730,4932,75,3
675,76,208,50,15
676,1802,1666,50,20
677,1569,1330,50,1
678,2701,3158,75,45
679,4059,4339,50,23
680,3244,3569,75,20
681,594,752,100,31
682,3404,2114,50,37
683,1040,1175,75,40
684,1582,1558,100,3
685,3150,1951,75,9
686,502,1537,50,41
687,223,201,100,43
688,831,1643,75,21
689,4875,4904,75,19
690,356,429,50,5
691,25,562,100,39
692,400,299,50,23
693,3378,2526,75,5
694,2230,3157,50,20
695,4278,4380,50,32
696,732,640,50,31
697,784,1274,100,4
698,2668,2200,100,5
699,4512,4647,50,46
700,2134,3089,75,1
701,48,252,75,45
702,4248,4076,100,14
703,3300,4360,100,44
704,3603,3795,75,39
705,4325,4843,75,48
706,974,1231,50,39
707,4601,4624,100,30
708,1120,1177,50,21
709,2030,2818,100,31
710,4136,4399,75,22
711,1868,2645,75,7
712,3713,4014,75,27
713,2139,2825,50,11
714,2574,2638,100,40
715,843,1450,100,8
716,1373,817,75,26
717,1359,1097,50,1
718,4202,4313,75,7
719,4272,4193,100,26
720,489,362,50,4
721,4255,4292,100,42
722,4678,4696,100,42
723,958,843,75,45
724,861,1270,75,15
725,2966,4534,75,8
726,1298,1196,50,49
727,3372,3567,50,29
728,3902,3816,75,4
729,3560,2342,75,2
730,1691,5000,75,9
731,2981,3263,50,20
732,796,3765,100,35
733,3970,3603,100,24
734,2983,3340,100,22
735,2111,2796,100,41
736,512,378,75,38
737,1828,4516,75,29
738,187,259,50,19
739,714,761,50,43
740,1124,1102,50,44
741,459,445,75,1
742,1743,1655,100,2
743,2175,3368,100,48
744,2224,2016,100,2
745,168,4921,50,2
746,3084,1948,50,18
747,3264,2417,75,46
748,2977,2459,50,3
749,4133,4116,100,13
750,170,1584,100,9
751,3362,2338,75,32
752,3340,3093,100,32
753,1065,1430,100,6
754,4224,4428,100,38
755,2003,3193,50,2
756,1789,1768,75,25
757,4968,4785,100,7
758,2599,2234,75,15
759,2784,2667,100,33
760,3212,2250,50,26
761,2430,2647,100,30
762,4792,4960,100,34
763,4902,4932,100,22
764,2175,3145,50,33
765,2886,3339,100,22
766,164,4908,75,38
767,3403,1946,50,22
768,3263,2941,100,2
769,3265,3148,100,37
770,1807,1697,75,21
771,4236,4640,75,48
772,3272,2803,100,34
773,64,86,50,24
774,3462,3396,75,11
775,2382,2241,100,2
776,1238,3083,50,30
777,757,754,50,45
778,1019,1416,75,10
779,4324,4965,50,46
780,1167,1617,100,35
781,537,3040,50,43
782,649,4136,100,18
783,2539,2250,75,9
784,1867,1752,100,12
785,4640,4526,75,13
786,464,1370,75,26
787,2571,2952,75,1
788,2077,2325,75,33
789,1656,4338,50,46
790,1635,1794,100,45
791,1162,1339,50,34
792,3416,2866,50,3
793,1034,996,75,38
794,1405,889,75,33
795,1840,4347,100,37
796,4298,4358,100,36
797,171,121,75,6
798,187,108,100,16
799,408,490,75,18
800,4155,4106,100,35
801,1401,986,50,26
802,1815,2942,75,5
803,3821,4027,75,24
804,137,77,75,16
805,2091,2448,100,2
806,19,3989,75,24
807,3128,2951,100,32
808,243,4728,100,26
809,3659,3979,75,23
810,899,1007,50,35
811,1771,4619,75,48
812,4610,4726,75,6
813,1193,4081,50,27
814,2905,4653,75,22
815,2773,2440,75,2
816,1271,1490,75,42
817,1818,1857,100,50
818,2563,3368,75,25
819,4979,4997,50,19
820,3124,2457,50,48
821,703,576,50,32
822,4660,4861,50,40
823,4444,4461,100,28
824,3782,3919,50,37
825,2343,2016,50,1
826,60,4980,100,2
827,980,772,50,22
828,2936,2285,100,22
829,3379,2241,75,21
830,1058,1299,50,15
831,3069,3137,75,45
832,1665,3847,75,30
833,4554,4884,50,1
834,2771,3341,100,12
835,3803,4814,50,24
836,762,677,75,44
837,446,1061,100,30
838,4910,4831,50,37
839,536,1835,50,26
840,98,4990,50,23
841,913,1628,75,35
842,3146,2057,75,43
843,4045,3638,50,0
844,2870,2195,50,9
845,2574,1917,75,42
846,3798,3857,50,8
847,2230,3479,75,18
848,1747,1711,75,20
849,4919,4936,50,42
850,585,766,50,21
851,73,47,75,37
852,3934,3971,50,32
853,4724,4564,100,46
854,2993,2240,50,42
855,4941,4896,100,37
856,2308,2274,100,13
857,2312,3024,100,31
858,4990,4783,75,40
859,1357,1347,75,15
860,468,4043,100,32
861,476,425,75,8
862,3179,2488,75,24
863,2352,2209,50,25
864,1691,1831,50,0
865,4545,4604,50,50
866,1194,892,75,15
867,3377,3391,100,14
868,340,4253,100,3
869,4733,4611,50,1
870,1597,1560,100,5
871,2106,2237,75,14
872,3557,4993,75,10
873,769,4536,100,19
874,2199,1981,100,14
875,3088,2827,50,31
876,4498,4550,100,45
877,4608,4511,75,6
878,2930,2365,75,36
879,51,69,100,41
880,3487,3355,75,20
881,2253,3680,75,26
882,251,239,75,9
883,3033,2765,100,39
884,1524,1506,75,44
885,1760,1720,50,22
886,2675,1992,50,33
887,4461,4544,100,24
888,4836,4875,50,9
889,4345,4216,75,9
890,341,365,75,49
891,2059,4063,75,40
892,2210,3463,75,3
893,3402,4619,50,10
894,359,502,50,15
895,4313,4150,50,8
896,4054,4347,50,18
897,2298,3274,50,23
898,316,332,75,47
899,3366,2178,75,28
900,1470,1484,50,11
901,1244,3977,75,5
902,303,317,100,23
903,2133,2238,100,36
904,1933,2782,100,2
905,1819,1865,75,6
906,2377,2273,100,40
907,276,3742,50,49
908,2558,2294,100,0
909,2800,3200,75,4
910,744,2934,75,25
911,3736,3682,75,2
912,1575,1338,100,34
913,2155,2558,50,11
914,3229,4219,50,37
915,404,642,50,31
916,4354,4151,100,35
917,1718,1813,75,49
918,4006,3971,75,31
919,110,177,100,39
920,2884,3554,50,37
921,490,318,100,24
922,1134,1329,50,26
923,1707,1824,50,20
924,271,3724,50,30
925,271,582,75,39
926,217,1660,75,35
927,1003,1337,75,19
928,289,484,75,9
929,4886,4885,50,9
930,212,604,50,16
931,4323,4384,100,35
932,176,4215,50,16
933,4402,4375,100,34
934,1494,1059,75,12
935,266,443,100,4
936,1275,3023,50,29
937,3823,4629,50,29
938,3910,3625,50,19
939,3462,2580,75,2
940,2221,2372,50,4
941,4122,4180,50,34
942,23,31,50,44
943,3855,3654,50,24
944,212,118,100,24
945,3431,2052,100,37
946,1955,2982,50,16
947,445,487,50,38
948,3342,2089,50,42
949,238,1650,100,26
950,232,53,50,24
951,2337,2548,50,1
952,148,185,75,29
953,671,1074,50,32
954,2101,3309,100,47
955,223,94,50,6
956,4398,4233,100,39
957,3088,2387,50,46
958,1341,772,75,24
959,4981,4999,100,43
960,2188,3552,100,9
961,1027,4664,75,46
962,1609,4128,75,26
963,2942,2360,100,35
964,4684,4780,100,49
965,4879,4882,50,18
966,1105,1408,50,2
967,3999,3651,50,16
968,3233,2825,50,17
969,787,1533,50,12
970,2981,3441,50,33
971,139,3043,50,7
972,1491,834,100,40
973,1028,1392,50,19
974,153,255,50,21
975,1569,3109,50,44
976,2326,3195,100,14
977,2767,3271,50,20
978,3102,3007,100,7
979,453,308,75,37
980,1968,2861,100,0
981,1005,1617,75,19
982,954,982,75,2
983,4947,4927,100,23
984,2101,3118,75,0
985,136,85,100,47
986,4123,4454,75,50
987,236,88,50,24
988,3590,2192,75,6
989,3159,3513,75,42
990,1325,1585,100,29
991,1808,1821,100,13
992,2901,3465,50,1
993,4498,4483,50,6
994,149,715,75,22
995,4088,4331,75,17
996,413,4912,75,30
997,3823,4042,50,48
998,1760,4560,50,29
999,2906,2633,75,42
1000,89,32,75,38
1001,534,4787,75,50
1002,1449,862,50,29
1003,354,1726,100,17
1004,1179,860,50,14
1005,2191,2914,50,28
1006,4354,4845,75,16
1007,2735,3014,100,40
1008,495,731,100,39
1009,3240,2845,100,28
1010,23,182,50,38
1011,748,568,50,15
1012,2594,2742,100,6
1013,4769,4568,100,14
1014,1594,1474,75,47
1015,1507,1153,100,18
1016,3827,3889,50,11
1017,3935,3920,100,25
1018,813,1386,75,4
1019,4768,4848,50,24
1020,1159,1768,50,14
1021,1393,1206,50,27
1022,2507,2178,75,22
1023,174,53,50,4
1024,1131,1360,100,41
1025,4260,4192,100,2
1026,674,692,75,31
1027,394,4325,75,15
1028,2334,3125,50,43
1029,2397,2677,50,5
1030,4968,4910,50,34
1031,2738,1913,100,25
1032,411,295,100,21
1033,4352,4439,75,26
1034,441,4748,50,10
1035,1607,976,75,14
1036,367,501,75,2
1037,4615,4536,75,18
1038,131,1095,50,3
1039,428,269,75,28
1040,617,4968,75,33
1041,577,703,75,29
1042,799,964,100,19
1043,1573,1347,100,24
1044,4292,4438,100,40
1045,4474,4705,100,33
1046,1318,1353,100,17
1047,2987,2976,100,16
1048,206,494,100,4
1049,307,615,75,0
1050,1296,874,100,15
1051,4370,4146,75,6
1052,3784,4576,50,3
1053,2970,3132,75,29
1054,460,4757,50,48
1055,1285,1157,50,28
1056,2052,2538,75,48
1057,1088,1589,50,41
1058,703,580,75,20
1059,1987,3275,100,19
1060,4839,4954,100,12
1061,4463,4865,50,2
1062,2733,3266,75,33
1063,1377,1317,50,7
1064,2676,2292,50,28
1065,1493,1430,50,36
1066,2400,2539,100,48
1067,506,261,75,3
1068,3201,3040,50,17
1069,681,694,100,1
1070,193,141,50,5
1071,3877,3906,75,18
1072,1970,2537,75,5
1073,781,1606,75,21
1074,1200,1139,100,27
1075,2968,1927,75,17
1076,3749,3985,50,14
1077,1567,1285,50,42
1078,218,579,100,33
1079,3724,4001,75,42
1080,2135,3165,100,46
1081,3302,2460,75,44
1082,2552,3104,75,23
1083,821,776,50,14
1084,2196,2250,100,6
1085,592,741,75,49
1086,2847,3289,100,1
1087,904,1549,50,46
1088,272,311,50,23
1089,869,861,50,0
1090,4904,4984,50,19
1091,1833,4908,100,44
1092,4777,4970,100,37
1093,1632,4803,50,24
1094,2679,2853,100,25
1095,4808,4826,75,13
1096,441,1742,100,24
1097,140,486,100,7
1098,3997,3726,100,39
1099,4007,4658,75,41
1100,3676,3619,75,15
1101,1520,1544,50,29
1102,604,4272,50,36
1103,2658,3409,75,48
1104,2585,3545,75,44
1105,1696,1760,50,17
1106,717,688,100,31
1107,1099,1026,100,46
1108,3729,3616,50,12
1109,4571,4597,100,35
1110,1245,1113,75,33
1111,4091,4109,75,21
1112,1497,1225,100,15
1113,3435,3376,100,9
1114,3139,3370,75,42
1115,231,3816,75,35
1116,1549,2290,75,42
1117,1423,1461,50,16
1118,1930,2260,100,5
1119,2971,3786,50,17
1120,4295,4233,100,12
1121,1992,3508,50,48
1122,3473,4875,75,38
1123,131,1103,75,28
1124,1162,1390,50,27
1125,424,4420,50,23
1126,4188,4371,75,35
1127,763,4169,100,6
1128,19,311,75,14
1129,2679,2770,75,29
1130,835,1202,100,8
1131,1027,1453,50,45
1132,392,4885,50,24
1133,3546,2963,50,21
1134,4474,4897,50,25
1135,1488,1570,100,37
1136,165,124,100,39
1137,683,662,50,23
1138,1798,4182,75,25
1139,1590,1788,75,25
1140,3068,2948,50,37
1141,1549,1474,100,44
1142,1089,1259,100,28
1143,668,572,50,6
1144,2149,2387,75,42
1145,46,196,100,41
1146,902,975,75,23
1147,3707,4927,75,0
1148,2355,3031,50,38
1149,574,711,100,15
1150,2670,3541,75,42
1151,4159,4140,50,30
1152,1969,3325,100,6
1153,4526,4515,100,34
1154,4059,4146,75,25
1155,4449,4473,100,37
1156,2756,2645,50,23
1157,4701,4764,75,8
1158,4398,4298,100,41
1159,686,567,50,21
1160,448,2653,50,39
1161,1508,1007,50,24
1162,627,1795,50,0
1163,4742,4702,50,42
1164,3733,3807,50,50
1165,3873,3920,50,42
1166,1185,1369,100,3
1167,2068,1939,50,20
1168,3600,3826,75,4
1169,953,1875,75,4
1170,4220,4432,100,29
1171,2020,2546,50,35
1172,2760,2754,75,50
1173,4251,4657,75,49
1174,459,447,100,39
1175,304,373,100,32
1176,229,535,50,8
1177,3543,3079,50,14
1178,1953,2938,50,3
1179,1772,1823,100,47
1180,2282,2470,100,32
1181,3354,3030,50,41
1182,2663,3110,50,33
1183,120,222,75,42
1184,3169,3026,75,36
1185,3264,3220,100,3
1186,3629,3778,100,43
1187,3811,3684,100,35
1188,4343,4284,75,30
1189,122,578,50,12
1190,478,441,100,13
1191,4909,4923,50,3
1192,4246,4059,75,42
1193,260,446,75,33
